image,description
1082379191_ec1e53f996.jpg,Startseq A man and a woman are sitting on a dock together Endseq
1082379191_ec1e53f996.jpg,Startseq A man and a woman sitting on a dock Endseq
1082379191_ec1e53f996.jpg,Startseq A man and woman sitting on a deck next to a lake Endseq
1082379191_ec1e53f996.jpg,Startseq A shirtless man and a woman sitting on a dock Endseq
1084040636_97d9633581.jpg,Startseq A closeup of a white dog that is laying its head on its paws Endseq
1084040636_97d9633581.jpg,Startseq a large white dog lying on the floor Endseq
1084040636_97d9633581.jpg,Startseq A white dog has its head on the ground Endseq
1084040636_97d9633581.jpg,Startseq A white dog is resting its head on a tiled floor with its eyes open Endseq
1084040636_97d9633581.jpg,Startseq A white dog rests its head on the patio bricks Endseq
1084104085_3b06223afe.jpg,Startseq a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness Endseq
1084104085_3b06223afe.jpg,Startseq A woman in blue shorts and a white shirt is indoor rock climbing Endseq
1084104085_3b06223afe.jpg,Startseq The girl is climbing a rock wall Endseq
1084104085_3b06223afe.jpg,"Startseq The girl is in a harness , climbing rocks Endseq"
1084104085_3b06223afe.jpg,Startseq Woman climbing an artificial rock wall Endseq
1087168168_70280d024a.jpg,Startseq A boy is jumping on an inflatable ring and a girl is watching h Endseq
1087168168_70280d024a.jpg,Startseq A boy jumping on a water jumphou Endseq
1087168168_70280d024a.jpg,Startseq A teenage boy is jumping on an inflatable slide Endseq
1087168168_70280d024a.jpg,Startseq A young boy jumping and a young girl seating in an inflatable pool Endseq
1087168168_70280d024a.jpg,Startseq Two young kids are playing in the water on an inflated toy Endseq
1087539207_9f77ab3aaf.jpg,Startseq A family playing on a tractor on a beautiful d Endseq
1087539207_9f77ab3aaf.jpg,Startseq Children ride a tractor in a field Endseq
1087539207_9f77ab3aaf.jpg,Startseq Several children playing on a Polaris vehicle outdoors Endseq
1087539207_9f77ab3aaf.jpg,Startseq The children played on the four wheeler in the field Endseq
1087539207_9f77ab3aaf.jpg,Startseq The four kids are riding on an ATV in a field Endseq
1088767354_2acee738cf.jpg,Startseq A woman in a red costume to the left of a man and woman standing together Endseq
1088767354_2acee738cf.jpg,Startseq A woman wearing a red costume looks at two other people standing on a street Endseq
1088767354_2acee738cf.jpg,Startseq A young woman in a red sequined costume and feather stands on the sidewalk Endseq
1088767354_2acee738cf.jpg,Startseq The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop Endseq
1088767354_2acee738cf.jpg,Startseq Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress Endseq
108898978_7713be88fc.jpg,Startseq Skiiers walking up the hill through a forest Endseq
108898978_7713be88fc.jpg,Startseq Two men are skiing in the snow in a wooded area Endseq
108898978_7713be88fc.jpg,Startseq Two people wearing yellow jackets cross-country skiing Endseq
108898978_7713be88fc.jpg,Startseq Two skiers are making their way through woodland Endseq
108898978_7713be88fc.jpg,Startseq Two skiers are sliding down a trail in the woods Endseq
108899015_bf36131a57.jpg,Startseq A lone skier is making their way up a mountain Endseq
108899015_bf36131a57.jpg,Startseq Skiiers at the top of a snow covered hill Endseq
108899015_bf36131a57.jpg,Startseq Two hikers climbing a snowy hill Endseq
108899015_bf36131a57.jpg,Startseq Two people are on a snow-covered mountain Endseq
108899015_bf36131a57.jpg,Startseq Two people climbing up a snowy mountain Endseq
1089181217_ee1167f7af.jpg,Startseq a brown dog running down a paved pathw Endseq
1089181217_ee1167f7af.jpg,Startseq A brown dog running next to grass Endseq
1089181217_ee1167f7af.jpg,Startseq A dog is running down a road Endseq
1089181217_ee1167f7af.jpg,Startseq A light brown dog runs down a path happily Endseq
1089181217_ee1167f7af.jpg,Startseq Energetic brown dog runni Endseq
1089755335_0bfbfd30e6.jpg,Startseq A mother and children is fishing on a boardwalk at night Endseq
1089755335_0bfbfd30e6.jpg,Startseq A woman and three children stand on a deck with a fishing pole Endseq
1089755335_0bfbfd30e6.jpg,Startseq A woman stands with children on a boardwalk at night overlooking the sea Endseq
1089755335_0bfbfd30e6.jpg,Startseq Some people on a pier at night with one girl fishing off it Endseq
1089755335_0bfbfd30e6.jpg,Startseq Woman with three children fishing over boardwalk in the evening Endseq
109202756_b97fcdc62c.jpg,Startseq A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain Endseq
109202756_b97fcdc62c.jpg,Startseq A woman in a blue jacket rides a brown pony near water Endseq
109202756_b97fcdc62c.jpg,Startseq A woman rides a horse near a frozen lake in the wintertime Endseq
109202756_b97fcdc62c.jpg,Startseq A young blond woman sitting atop a brown draft horse in the snowy mountains Endseq
109202756_b97fcdc62c.jpg,Startseq Woman n blue jacket sits on daft horse near a frozen lake Endseq
109202801_c6381eef15.jpg,Startseq Two draft horses pull a cart through the snow Endseq
109202801_c6381eef15.jpg,Startseq Two golden brown horses pull a sleigh driven by a woman in a blue coat Endseq
109202801_c6381eef15.jpg,Startseq Two horses are pulling a woman in a cart Endseq
109202801_c6381eef15.jpg,Startseq Two horses pull a carriage driven by a woman over snow covered ground Endseq
109202801_c6381eef15.jpg,Startseq Two horses pulling a sled steered by a smiling blond woman Endseq
109260216_85b0be5378.jpg,Startseq A person climbing down a sheer rock cliff using a ro Endseq
109260216_85b0be5378.jpg,"Startseq A person climbs a tall , flat mountain while holding onto a safety rope Endseq"
109260216_85b0be5378.jpg,Startseq A person is climbing a rock while holding onto a white rope Endseq
109260216_85b0be5378.jpg,Startseq A person rappels down a steep incline Endseq
109260216_85b0be5378.jpg,Startseq A person wearing a red vest climbs up a steep rock Endseq
109260218_fca831f933.jpg,Startseq People stand inside a rock dome Endseq
109260218_fca831f933.jpg,Startseq Shaft of light in a cave shows three spelunke Endseq
109260218_fca831f933.jpg,Startseq Spelunkers pose inside a rock cavern while bathed in sunlight from the surface Endseq
109260218_fca831f933.jpg,Startseq three people sit in a cave Endseq
109260218_fca831f933.jpg,Startseq Three rock climbers are posing on big rocks Endseq
1093716555_801aacef79.jpg,Startseq a group of backpackers lay on the dry ground Endseq
1093716555_801aacef79.jpg,Startseq A group of hikers are resting on the ground in front of some mountains Endseq
1093716555_801aacef79.jpg,Startseq People camp with the mountains in the background Endseq
1093716555_801aacef79.jpg,Startseq Several hikers rest with their gear in front of a mountain Endseq
1093716555_801aacef79.jpg,Startseq The group of hikers is resting in front of a mountain Endseq
1093737381_b313cd49ff.jpg,Startseq A woman in a blue dress stands with a chalk portrait of two children playing by a stream Endseq
1093737381_b313cd49ff.jpg,Startseq A woman standing in front of a chalk drawi Endseq
1093737381_b313cd49ff.jpg,Startseq A woman stands next to a chalk drawing in front of a barn-like structure Endseq
1093737381_b313cd49ff.jpg,Startseq A woman stands outside near an elaborate chalk illustration Endseq
1093737381_b313cd49ff.jpg,Startseq A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk Endseq
1094462889_f9966dafa6.jpg,Startseq A brown dog plays in a deep pile of snow Endseq
1094462889_f9966dafa6.jpg,Startseq A dog looking at the camera in snow Endseq
1094462889_f9966dafa6.jpg,Startseq a dog runs through the snow Endseq
1094462889_f9966dafa6.jpg,Startseq A tan dog stand in the snow and looks up Endseq
1094462889_f9966dafa6.jpg,Startseq The brown dog is out in the snow Endseq
1095476286_87d4f8664e.jpg,Startseq A boy jumping in a fountain Endseq
1095476286_87d4f8664e.jpg,Startseq a boy plays in the fountains Endseq
1095476286_87d4f8664e.jpg,Startseq A child plays in a fountain Endseq
1095476286_87d4f8664e.jpg,Startseq A little boy playing in the water Endseq
1095476286_87d4f8664e.jpg,Startseq A young boy is jumping through water being sprayed up from the ground Endseq
1095580424_76f0aa8a3e.jpg,Startseq A Corgi runs out of a tunnel Endseq
1095580424_76f0aa8a3e.jpg,Startseq A dog runs out of a tunnel on a course Endseq
1095580424_76f0aa8a3e.jpg,Startseq Dog running out of tunnel on obstacle cour Endseq
1095580424_76f0aa8a3e.jpg,Startseq The dog is running out of the tunnel on a dog obedience course Endseq
1095580424_76f0aa8a3e.jpg,Startseq The small brown and white dog is running out of a small tunnel Endseq
1095590286_c654f7e5a9.jpg,Startseq A blond dog and a black and white dog run in a dirt field Endseq
1095590286_c654f7e5a9.jpg,Startseq a dog chases another dog Endseq
1095590286_c654f7e5a9.jpg,Startseq A yellow dog and a black and white dog are running in the dirt Endseq
1095590286_c654f7e5a9.jpg,Startseq Two dogs are running in a field Endseq
1095590286_c654f7e5a9.jpg,Startseq two dogs running arou Endseq
1095980313_3c94799968.jpg,Startseq A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach Endseq
1095980313_3c94799968.jpg,Startseq A little girl with arms outstretched is posing at the beach Endseq
1095980313_3c94799968.jpg,Startseq A young girl walks on a railing in front of the beach Endseq
1095980313_3c94799968.jpg,Startseq Little girl in blue swimsuit standing on a handrail near a beach Endseq
1095980313_3c94799968.jpg,Startseq The little girl in the blue bathing suit is posing at the beach Endseq
1096097967_ac305887b4.jpg,Startseq A black and white dog drinking water from a water spray Endseq
1096097967_ac305887b4.jpg,Startseq A black and white dog is being soaked with a jet of water in a blue paddling pool Endseq
1096097967_ac305887b4.jpg,Startseq A dog sticking its face into the shower from a garden hose Endseq
1096097967_ac305887b4.jpg,Startseq A small white dog gets sprayed by wat Endseq
1096097967_ac305887b4.jpg,Startseq A white and black dog is jumping into a pool Endseq
1096165011_cc5eb16aa6.jpg,Startseq a boy smiles underwater Endseq
1096165011_cc5eb16aa6.jpg,Startseq A red-headed boy swimming underwater Endseq
1096165011_cc5eb16aa6.jpg,Startseq A small boy swimming underwat Endseq
1096165011_cc5eb16aa6.jpg,Startseq A smiling boy swims underwater in a pool Endseq
1096165011_cc5eb16aa6.jpg,Startseq The boys smiles underwater at the pool Endseq
1096395242_fc69f0ae5a.jpg,Startseq A boy with a toy gun Endseq
1096395242_fc69f0ae5a.jpg,Startseq A little boy in orange shorts playing with a toy Endseq
1096395242_fc69f0ae5a.jpg,Startseq A young boy with his foot outstretched aims a toy at the camera in front of a fireplace Endseq
1096395242_fc69f0ae5a.jpg,Startseq A young child plays with his new light-up toy Endseq
1096395242_fc69f0ae5a.jpg,Startseq Boy with toy gun pointed at the camera Endseq
109671650_f7bbc297fa.jpg,Startseq A boy in yellow shorts is standing on top of a cliff Endseq
109671650_f7bbc297fa.jpg,Startseq A boy wearing blue and yellow walking on a cliff edge Endseq
109671650_f7bbc297fa.jpg,Startseq A little boy standing high in the air on a rock Endseq
109671650_f7bbc297fa.jpg,Startseq A young child is standing alone on some jagged rocks Endseq
109671650_f7bbc297fa.jpg,Startseq Child stands near edge of cliff Endseq
109738763_90541ef30d.jpg,Startseq A person on a snowmobile in mid jump Endseq
109738763_90541ef30d.jpg,Startseq A snowmobiler flies through the air Endseq
109738763_90541ef30d.jpg,Startseq A snowmobile rider flies through the air on his or her machine in front of tall pine trees Endseq
109738763_90541ef30d.jpg,Startseq Rider jumps snowmobile high in rural area Endseq
109738763_90541ef30d.jpg,Startseq The man is up in the air Endseq
109738916_236dc456ac.jpg,Startseq People are riding around on snowmobiles Endseq
109738916_236dc456ac.jpg,Startseq People pose with helmets and goggles on while riding snowmobiles Endseq
109738916_236dc456ac.jpg,Startseq Several people are taking a break while on a snowmobiling ride Endseq
109738916_236dc456ac.jpg,Startseq Three people and two snowmobiles Endseq
109738916_236dc456ac.jpg,Startseq Two helmeted men sit on yellow snowmobiles while another man stands behind watching Endseq
109823394_83fcb735e1.jpg,Startseq Three people drive ATVs Endseq
109823394_83fcb735e1.jpg,Startseq Three people on ATVs in a brown field turn their heads to look at the camera Endseq
109823394_83fcb735e1.jpg,Startseq Three people on ATV 's outside Endseq
109823394_83fcb735e1.jpg,Startseq three people on four wheel ATV 's in a field Endseq
109823394_83fcb735e1.jpg,Startseq Three people ride their four wheelers through the field Endseq
109823395_6fb423a90f.jpg,Startseq A four wheeler jumping in an empty field Endseq
109823395_6fb423a90f.jpg,Startseq A man on a four wheeler is flying through the air Endseq
109823395_6fb423a90f.jpg,Startseq A person is riding an orange ATV in a large empty field Endseq
109823395_6fb423a90f.jpg,Startseq Man jumping with all terrain vehic Endseq
109823395_6fb423a90f.jpg,Startseq Man on an ATV catching air Endseq
109823397_e35154645f.jpg,Startseq A man jumps gin the air while riding an A Endseq
109823397_e35154645f.jpg,Startseq A man on a four-wheeler jumps near a small building Endseq
109823397_e35154645f.jpg,Startseq An ATV is airborne over a field in front of a white structure Endseq
109823397_e35154645f.jpg,Startseq A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building Endseq
